ID,BETTA(param),VAR(param),W(param),PBMM_th(param),OIM(param),CB_th(param),FBBCM_th(param),Rendimiento
1,0.7296792906665255,0.9333,0.6487543223704324,0.0722238336176286,0.0,0.1019454424528912,0.709152206963039,0.3525980731636878
2,0.7296792906665255,0.9333,0.6487543223704324,0.0722238336176286,0.0,0.1019454424528912,0.709152206963039,0.3525980731636878
3,0.3748,0.3537,0.6487543223704324,0.0722238336176286,3.0,0.1019454424528912,0.709152206963039,0.3506206353634758
4,0.5487808916172494,0.5873997291553665,0.5636854176788084,0.0722238336176286,2.0,0.1019454424528912,0.6977834580651163,0.35177484457123487
